customer_id,segment_name,recency_days,frequency,monetary,avg_discount_pct,full_price_rate,return_rate,category_diversity,ticket_count_90d,negative_ticket_rate_90d,sessions_30d,abandoned_carts_30d,last_visit_days_ago,last_campaign_cost,manual_priority_bucket,churn_next_60d
CUST02273,Discount hunters,163,2,1263.48,0.37,0.0,0.0,2,0.0,0.0,8,1,39,0,high,1
CUST00126,Discount hunters,57,2,1260.02,0.43,0.0,0.0,1,0.0,0.0,5,1,3,18,medium,1
CUST00222,Discount hunters,186,2,1259.5,0.45,0.0,0.0,1,0.0,0.0,1,0,22,0,high,1
CUST01989,Discount hunters,70,3,1255.63,0.4000000000000001,0.0,0.0,2,0.0,0.0,0,0,10,25,high,1
CUST01080,Discount hunters,117,3,1250.62,0.37000000000000005,0.0,0.3333333333333333,2,0.0,0.0,0,0,16,18,high,1
CUST01029,Discount hunters,110,3,1246.4,0.36999999999999994,0.0,0.0,3,0.0,0.0,3,0,12,40,high,0
CUST00245,Discount hunters,73,2,1245.78,0.36,0.0,0.0,2,0.0,0.0,6,1,16,0,medium,0
CUST02280,Discount hunters,145,1,1244.85,0.43,0.0,0.0,1,0.0,0.0,8,1,32,18,high,1
CUST00910,Discount hunters,127,1,1239.32,0.39,0.0,0.0,1,0.0,0.0,3,0,22,25,high,1
CUST01720,Discount hunters,13,3,1236.77,0.4633333333333334,0.0,0.0,3,1.0,1.0,9,1,3,12,medium,0
CUST01710,Discount hunters,58,3,1236.27,0.41,0.0,0.0,2,1.0,1.0,10,1,0,25,medium,0
CUST01418,Discount hunters,176,2,1190.06,0.42500000000000004,0.0,0.0,2,0.0,0.0,10,1,35,0,high,1
CUST00791,Discount hunters,230,1,1187.93,0.38,0.0,0.0,1,0.0,0.0,0,0,46,18,high,1
CUST01169,Discount hunters,54,1,1183.74,0.36,0.0,1.0,1,1.0,1.0,13,3,5,25,medium,0
CUST01082,Discount hunters,35,1,1181.66,0.34,0.0,0.0,1,0.0,0.0,4,0,0,0,low,1
CUST00217,Discount hunters,79,3,1179.94,0.35333333333333333,0.0,0.0,2,0.0,0.0,2,0,13,12,high,1
CUST01948,Discount hunters,170,2,1170.93,0.375,0.0,0.0,2,0.0,0.0,3,0,47,12,high,1
CUST01298,Discount hunters,329,4,1161.46,0.3525,0.0,0.25,2,0.0,0.0,0,0,60,18,high,1
CUST00685,Discount hunters,2,1,1158.09,0.44,0.0,0.0,1,0.0,0.0,3,1,0,40,low,0
CUST02319,Discount hunters,36,1,1156.63,0.4,0.0,0.0,1,0.0,0.0,6,0,21,25,medium,0
CUST01019,Discount hunters,290,2,1151.0900000000001,0.38,0.0,0.0,1,0.0,0.0,4,0,59,18,high,1
CUST01619,Discount hunters,2,3,1148.84,0.36000000000000004,0.0,0.0,3,0.0,0.0,8,1,5,12,low,0
CUST00833,Discount hunters,67,1,1142.84,0.49,0.0,0.0,1,0.0,0.0,6,1,4,18,medium,1
CUST00918,Discount hunters,236,2,1142.22,0.38,0.0,0.0,2,0.0,0.0,1,0,43,25,high,1
CUST00560,Discount hunters,231,1,1135.13,0.35,0.0,0.0,1,0.0,0.0,1,0,51,12,high,1
CUST00526,Discount hunters,2,1,1131.41,0.38,0.0,0.0,1,0.0,0.0,6,1,0,0,low,0
CUST00661,Discount hunters,180,3,1105.96,0.3833333333333333,0.0,0.0,3,0.0,0.0,1,0,33,40,high,1
CUST01444,Discount hunters,32,2,1096.85,0.375,0.0,0.0,2,0.0,0.0,2,1,3,0,low,1
CUST02200,Discount hunters,3,3,1089.4,0.4066666666666667,0.0,0.0,3,0.0,0.0,5,0,9,18,low,0
CUST00592,Discount hunters,20,2,1084.48,0.41500000000000004,0.0,0.0,2,0.0,0.0,3,1,1,40,low,1
CUST01077,Discount hunters,68,1,1080.77,0.45,0.0,0.0,1,0.0,0.0,1,0,22,40,high,1
CUST00632,Discount hunters,61,1,1078.63,0.45,0.0,0.0,1,0.0,0.0,11,1,0,25,medium,1
CUST01531,Discount hunters,222,2,1077.94,0.37,0.0,0.5,2,0.0,0.0,3,1,48,18,high,1
CUST00468,Discount hunters,198,2,1077.8600000000001,0.385,0.0,0.5,1,0.0,0.0,1,0,36,40,high,1
CUST00171,Discount hunters,12,1,1077.78,0.38,0.0,0.0,1,0.0,0.0,9,0,3,0,low,0
CUST02053,Discount hunters,61,2,1075.67,0.375,0.0,0.0,2,0.0,0.0,0,0,0,25,medium,0
CUST01513,Discount hunters,131,1,1062.28,0.41,0.0,0.0,1,0.0,0.0,0,0,35,0,high,1
CUST01965,Discount hunters,196,2,1060.55,0.4,0.0,0.0,2,0.0,0.0,3,0,39,40,high,1
CUST00021,Discount hunters,77,2,1059.3,0.435,0.0,0.0,2,1.0,1.0,3,0,18,0,high,1
CUST02103,Discount hunters,44,2,1052.31,0.4,0.0,0.0,2,1.0,0.0,0,0,0,18,medium,1
CUST01354,Discount hunters,2,2,1041.99,0.355,0.0,0.0,2,1.0,0.0,10,0,0,25,medium,0
CUST00549,Discount hunters,132,2,1035.57,0.35,0.0,0.0,2,0.0,0.0,1,0,31,12,high,1
CUST01065,Discount hunters,3,2,1035.32,0.375,0.0,0.0,2,0.0,0.0,4,1,3,0,low,0
CUST01468,Discount hunters,166,1,1034.31,0.38,0.0,0.0,1,0.0,0.0,4,1,20,40,high,1
CUST00931,Discount hunters,30,1,1030.44,0.36,0.0,0.0,1,0.0,0.0,11,1,9,0,low,0
CUST01908,Discount hunters,216,3,1025.52,0.4366666666666667,0.0,0.0,3,0.0,0.0,1,0,49,12,high,1
CUST01296,Discount hunters,16,2,1024.56,0.355,0.0,0.0,2,0.0,0.0,2,0,15,0,low,0
CUST01216,Discount hunters,107,1,1022.33,0.35,0.0,0.0,1,0.0,0.0,10,0,24,40,high,1
CUST01744,Discount hunters,111,1,1021.08,0.37,0.0,0.0,1,0.0,0.0,3,1,19,12,high,0
CUST00635,Discount hunters,134,1,1016.46,0.35,0.0,0.0,1,0.0,0.0,1,0,13,12,high,1
CUST01021,Discount hunters,15,2,1013.42,0.36,0.0,0.5,1,1.0,1.0,6,1,0,12,medium,0
CUST02135,Discount hunters,66,1,1006.67,0.46,0.0,0.0,1,1.0,0.0,2,0,13,25,medium,1
CUST02074,Discount hunters,36,1,1003.93,0.46,0.0,0.0,1,0.0,0.0,7,1,0,18,medium,0
CUST00177,Discount hunters,82,2,1003.66,0.45999999999999996,0.0,0.0,1,0.0,0.0,12,0,28,0,high,0
CUST00406,Discount hunters,10,3,997.27,0.3433333333333333,0.0,0.0,1,1.0,0.0,10,0,5,0,medium,0
CUST02124,Discount hunters,40,2,995.22,0.435,0.0,0.0,2,0.0,0.0,15,1,6,40,medium,0
CUST00831,Discount hunters,6,2,994.8299999999999,0.375,0.0,0.0,2,2.0,1.0,11,2,0,25,medium,0
CUST02050,Discount hunters,15,2,985.3000000000001,0.425,0.0,0.0,1,1.0,0.0,4,1,0,12,medium,0
CUST01785,Discount hunters,14,1,982.58,0.46,0.0,0.0,1,0.0,0.0,1,0,6,18,high,0
CUST00153,Discount hunters,3,1,977.12,0.37,0.0,0.0,1,0.0,0.0,6,1,0,0,low,0
CUST00806,Discount hunters,21,1,976.95,0.46,0.0,0.0,1,0.0,0.0,11,1,7,12,low,0
CUST00251,Discount hunters,41,1,966.73,0.37,0.0,1.0,1,1.0,1.0,14,4,9,40,medium,1
CUST01164,Discount hunters,37,1,965.68,0.52,0.0,0.0,1,0.0,0.0,15,1,7,12,medium,1
CUST00489,Discount hunters,210,1,963.44,0.37,0.0,0.0,1,0.0,0.0,10,3,32,25,high,1
CUST02295,Discount hunters,24,2,958.6199999999999,0.35,0.0,0.0,2,1.0,0.0,3,0,0,18,medium,0
CUST00715,Discount hunters,25,3,954.63,0.5166666666666666,0.0,0.0,3,0.0,0.0,4,0,14,40,low,0
CUST00509,Discount hunters,21,1,954.21,0.36,0.0,0.0,1,0.0,0.0,9,0,4,12,low,0
CUST00820,Discount hunters,189,2,935.6700000000001,0.44,0.0,0.0,2,0.0,0.0,4,0,46,0,high,1
CUST00087,Discount hunters,44,1,933.58,0.38,0.0,0.0,1,0.0,0.0,1,0,15,18,high,0
CUST00138,Discount hunters,61,1,905.11,0.46,0.0,0.0,1,0.0,0.0,5,0,24,0,medium,0
CUST00431,Discount hunters,154,2,903.65,0.435,0.0,0.0,1,0.0,0.0,1,0,31,25,high,1
CUST00562,Discount hunters,259,2,899.8599999999999,0.4,0.0,0.5,1,0.0,0.0,1,0,45,12,high,1
CUST02177,Discount hunters,197,1,898.53,0.38,0.0,0.0,1,0.0,0.0,1,0,42,0,high,1
CUST02274,Discount hunters,70,2,897.32,0.35,0.0,0.0,2,1.0,0.0,7,2,7,40,medium,1
CUST00078,Discount hunters,139,1,894.45,0.42,0.0,1.0,1,0.0,0.0,5,0,38,0,high,1
CUST01428,Discount hunters,51,1,888.61,0.41,0.0,1.0,1,1.0,1.0,15,3,13,18,medium,0
CUST02071,Discount hunters,17,1,887.16,0.5,0.0,0.0,1,0.0,0.0,12,1,0,40,low,0
CUST01953,Discount hunters,176,1,886.28,0.34,0.0,0.0,1,0.0,0.0,0,0,38,25,high,1
CUST00659,Discount hunters,16,1,883.27,0.37,0.0,0.0,1,0.0,0.0,21,4,0,18,low,0
CUST02018,Discount hunters,46,1,873.21,0.36,0.0,0.0,1,1.0,1.0,17,0,13,12,medium,1
CUST02091,Discount hunters,19,1,872.98,0.43,0.0,0.0,1,0.0,0.0,10,1,4,12,low,0
CUST00478,Discount hunters,31,2,862.04,0.395,0.0,0.0,2,0.0,0.0,8,2,0,18,low,0
CUST01964,Discount hunters,15,1,848.15,0.43,0.0,0.0,1,0.0,0.0,4,0,0,12,low,0
CUST02155,Discount hunters,197,1,846.73,0.49,0.0,0.0,1,0.0,0.0,10,0,45,18,high,1
CUST00868,Discount hunters,20,1,832.57,0.4,0.0,0.0,1,0.0,0.0,14,1,0,25,low,0
CUST01219,Discount hunters,86,2,832.04,0.35,0.0,0.0,1,1.0,1.0,5,0,20,0,high,0
CUST01114,Discount hunters,147,1,831.94,0.34,0.0,0.0,1,0.0,0.0,1,0,29,18,high,1
CUST02360,Discount hunters,39,2,830.9399999999999,0.365,0.0,0.0,2,0.0,0.0,5,1,12,18,medium,1
CUST01661,Discount hunters,154,2,826.76,0.365,0.0,0.5,2,0.0,0.0,0,0,18,40,high,1
CUST01396,Discount hunters,127,1,826.44,0.35,0.0,0.0,1,0.0,0.0,2,0,21,0,high,1
CUST00289,Discount hunters,5,2,811.06,0.36,0.0,0.0,2,0.0,0.0,5,0,0,12,low,0
CUST01745,Discount hunters,204,2,806.46,0.52,0.0,0.0,2,0.0,0.0,6,1,45,0,high,1
CUST00843,Discount hunters,45,1,803.69,0.4,0.0,1.0,1,1.0,1.0,1,0,3,18,high,1
CUST02381,Discount hunters,4,1,798.67,0.4,0.0,0.0,1,1.0,0.0,8,0,8,12,medium,0
CUST00374,Discount hunters,219,2,795.8299999999999,0.345,0.0,0.0,2,0.0,0.0,0,0,44,0,high,1
CUST01408,Discount hunters,307,2,792.08,0.41000000000000003,0.0,0.0,2,0.0,0.0,0,0,60,40,high,1
CUST00341,Discount hunters,19,1,790.16,0.46,0.0,0.0,1,0.0,0.0,11,2,5,40,low,0
CUST00236,Discount hunters,62,1,782.89,0.37,0.0,0.0,1,1.0,0.0,8,0,8,18,medium,0
CUST00284,Discount hunters,291,2,781.62,0.345,0.0,0.0,1,0.0,0.0,1,1,60,12,high,1
CUST00221,Discount hunters,7,2,781.03,0.345,0.0,0.0,2,0.0,0.0,16,0,2,25,low,0
CUST00954,Discount hunters,25,2,769.86,0.475,0.0,0.0,2,0.0,0.0,12,2,5,25,low,0
CUST01083,Discount hunters,236,2,767.05,0.35,0.0,0.0,2,0.0,0.0,1,0,49,12,high,1
CUST01026,Discount hunters,65,2,759.58,0.41500000000000004,0.0,0.0,2,0.0,0.0,9,1,17,18,medium,1
CUST01694,Discount hunters,38,1,759.46,0.43,0.0,0.0,1,0.0,0.0,10,1,2,40,medium,1
CUST00223,Discount hunters,103,1,757.58,0.53,0.0,0.0,1,0.0,0.0,1,0,20,0,high,1
CUST01294,Discount hunters,3,1,750.26,0.45,0.0,0.0,1,0.0,0.0,9,1,0,18,low,0
CUST01365,Discount hunters,247,2,749.98,0.36,0.0,0.0,1,0.0,0.0,1,0,47,25,high,1
CUST01171,Discount hunters,132,1,744.73,0.51,0.0,0.0,1,0.0,0.0,3,0,28,0,high,0
CUST00203,Discount hunters,114,2,743.3499999999999,0.39,0.0,0.0,2,0.0,0.0,6,1,28,40,high,1
CUST02157,Discount hunters,48,1,736.31,0.35,0.0,0.0,1,0.0,0.0,8,0,12,25,medium,1
CUST02031,Discount hunters,167,2,734.56,0.39,0.0,0.0,2,0.0,0.0,2,0,35,18,high,1
CUST00978,Discount hunters,307,1,725.16,0.38,0.0,0.0,1,0.0,0.0,0,0,56,25,high,1
CUST01612,Discount hunters,283,1,725.09,0.43,0.0,0.0,1,0.0,0.0,1,0,60,0,high,1
CUST01834,Discount hunters,2,1,715.74,0.39,0.0,0.0,1,0.0,0.0,5,1,0,25,low,0
CUST01153,Discount hunters,33,1,714.43,0.4,0.0,1.0,1,1.0,1.0,7,1,2,40,medium,1
CUST00676,Discount hunters,6,1,714.17,0.4,0.0,0.0,1,1.0,1.0,9,1,0,0,medium,0
CUST00274,Discount hunters,71,1,695.0,0.36,0.0,0.0,1,0.0,0.0,1,0,2,0,high,0
CUST01188,Discount hunters,92,2,688.52,0.5700000000000001,0.0,0.5,2,1.0,1.0,14,1,8,25,high,1
CUST02048,Discount hunters,187,1,683.23,0.47,0.0,0.0,1,0.0,0.0,0,0,26,0,high,1
CUST01037,Discount hunters,8,1,681.83,0.37,0.0,0.0,1,0.0,0.0,6,1,0,25,low,0
CUST02104,Discount hunters,4,1,679.74,0.49,0.0,0.0,1,0.0,0.0,7,0,0,12,low,0
CUST01129,Discount hunters,157,1,675.97,0.39,0.0,0.0,1,0.0,0.0,7,1,28,0,high,1
CUST01634,Discount hunters,40,1,668.05,0.4,0.0,0.0,1,0.0,0.0,6,0,5,18,medium,1
CUST02354,Discount hunters,19,1,666.97,0.35,0.0,0.0,1,0.0,0.0,0,0,0,25,high,0
CUST00449,Discount hunters,209,2,661.52,0.38,0.0,0.0,2,0.0,0.0,1,1,60,18,high,1
CUST01600,Discount hunters,0,1,657.78,0.43,0.0,0.0,1,0.0,0.0,2,0,9,12,low,1
CUST02066,Discount hunters,48,1,656.93,0.39,0.0,0.0,1,1.0,1.0,9,0,5,25,medium,0
CUST00064,Discount hunters,2,1,654.93,0.43,0.0,0.0,1,0.0,0.0,8,3,0,25,low,0
CUST01119,Discount hunters,124,1,654.67,0.36,0.0,0.0,1,0.0,0.0,4,0,19,18,high,1
CUST00003,Discount hunters,171,1,649.98,0.47,0.0,0.0,1,0.0,0.0,1,0,26,18,high,1
CUST00531,Discount hunters,43,2,648.41,0.48,0.0,0.0,2,1.0,1.0,1,0,19,12,medium,1
CUST01501,Discount hunters,66,2,646.4300000000001,0.51,0.0,0.0,2,2.0,1.0,6,1,7,25,medium,1
CUST02164,Discount hunters,48,1,644.0,0.34,0.0,0.0,1,1.0,0.0,2,0,3,18,medium,0
CUST00963,Discount hunters,103,1,641.2,0.34,0.0,0.0,1,0.0,0.0,9,1,20,12,high,1
CUST02188,Discount hunters,125,2,640.48,0.565,0.0,0.0,2,0.0,0.0,1,0,25,12,high,1
CUST02328,Discount hunters,13,1,639.75,0.34,0.0,0.0,1,0.0,0.0,1,0,0,18,high,0
CUST01207,Discount hunters,110,2,638.4200000000001,0.37,0.0,0.0,2,0.0,0.0,0,0,21,12,high,1
CUST00010,Discount hunters,9,1,636.8,0.45,0.0,0.0,1,0.0,0.0,13,2,5,40,low,0
CUST00040,Discount hunters,154,1,634.73,0.38,0.0,0.0,1,0.0,0.0,1,0,42,18,high,1
CUST00903,Discount hunters,42,1,632.18,0.34,0.0,0.0,1,1.0,1.0,13,3,11,12,medium,1
CUST01541,Discount hunters,64,1,626.47,0.36,0.0,0.0,1,0.0,0.0,5,1,26,40,medium,0
CUST02045,Discount hunters,92,1,626.4,0.48,0.0,0.0,1,0.0,0.0,5,1,31,25,high,1
CUST01032,Discount hunters,11,1,624.38,0.41,0.0,0.0,1,0.0,0.0,5,0,6,40,low,0
CUST00927,Discount hunters,343,1,617.86,0.36,0.0,0.0,1,0.0,0.0,1,0,60,25,high,1
CUST00695,Discount hunters,198,1,616.85,0.41,0.0,0.0,1,0.0,0.0,4,1,48,25,high,1
CUST00909,Discount hunters,185,1,615.14,0.49,0.0,1.0,1,0.0,0.0,0,0,32,12,high,1
CUST00855,Discount hunters,292,1,613.47,0.43,0.0,0.0,1,0.0,0.0,1,0,52,25,high,1
CUST01250,Discount hunters,175,1,612.27,0.34,0.0,0.0,1,0.0,0.0,0,0,35,18,high,0
CUST01505,Discount hunters,64,1,608.83,0.4,0.0,0.0,1,0.0,0.0,2,1,1,40,medium,0
CUST00545,Discount hunters,1,1,603.57,0.35,0.0,0.0,1,1.0,1.0,9,2,0,0,medium,0
CUST02379,Discount hunters,112,1,588.32,0.35,0.0,0.0,1,0.0,0.0,11,1,25,25,high,1
CUST02132,Discount hunters,0,1,585.94,0.53,0.0,0.0,1,0.0,0.0,1,0,5,12,high,0
CUST01203,Discount hunters,60,2,584.44,0.385,0.0,0.0,1,0.0,0.0,4,0,7,0,medium,0
CUST02313,Discount hunters,171,1,583.08,0.36,0.0,0.0,1,0.0,0.0,3,1,30,25,high,0
CUST01825,Discount hunters,16,1,561.93,0.35,0.0,0.0,1,1.0,0.0,14,2,0,12,medium,0
CUST01750,Discount hunters,137,1,556.93,0.42,0.0,0.0,1,0.0,0.0,4,1,39,18,high,1
CUST00528,Discount hunters,14,1,556.1,0.45,0.0,0.0,1,0.0,0.0,12,1,9,18,low,0
CUST01906,Discount hunters,81,1,555.37,0.5,0.0,0.0,1,0.0,0.0,3,0,28,40,high,0
CUST02316,Discount hunters,17,1,552.35,0.44,0.0,0.0,1,0.0,0.0,7,1,8,25,low,0
CUST01570,Discount hunters,144,2,551.3299999999999,0.41000000000000003,0.0,0.0,2,0.0,0.0,2,1,34,12,high,1
CUST01902,Discount hunters,53,2,549.9300000000001,0.48,0.0,0.0,2,0.0,0.0,1,0,19,0,medium,0
CUST01892,Discount hunters,39,1,547.55,0.43,0.0,0.0,1,0.0,0.0,5,1,7,18,medium,0
CUST00070,Discount hunters,38,1,542.98,0.34,0.0,0.0,1,0.0,0.0,1,0,18,18,high,1
CUST01351,Discount hunters,30,1,542.87,0.42,0.0,1.0,1,1.0,1.0,7,0,0,0,medium,1
CUST00946,Discount hunters,173,1,542.29,0.39,0.0,0.0,1,0.0,0.0,4,0,35,18,high,1
CUST00810,Discount hunters,217,1,528.93,0.37,0.0,0.0,1,0.0,0.0,0,0,37,0,high,0
CUST00550,Discount hunters,11,1,525.8,0.42,0.0,0.0,1,0.0,0.0,0,0,3,12,high,0
CUST02320,Discount hunters,97,2,519.24,0.345,0.0,0.0,2,0.0,0.0,3,0,15,0,high,1
CUST01791,Discount hunters,82,2,516.61,0.405,0.0,0.0,2,0.0,0.0,5,0,12,12,high,1
CUST01191,Discount hunters,52,1,510.71,0.57,0.0,0.0,1,0.0,0.0,1,0,13,25,high,1
CUST00265,Discount hunters,77,1,510.24,0.38,0.0,0.0,1,0.0,0.0,7,2,28,40,high,0
CUST01100,Discount hunters,24,1,491.36,0.36,0.0,0.0,1,0.0,0.0,3,0,0,25,low,0
CUST01288,Discount hunters,132,1,486.14,0.38,0.0,0.0,1,0.0,0.0,0,0,25,18,high,1
CUST01566,Discount hunters,5,1,486.05,0.35,0.0,0.0,1,0.0,0.0,0,0,6,18,high,0
CUST02255,Discount hunters,15,1,485.28,0.35,0.0,0.0,1,0.0,0.0,11,3,0,40,low,0
CUST00568,Discount hunters,34,1,482.12,0.38,0.0,0.0,1,0.0,0.0,3,1,10,18,low,1
CUST00024,Discount hunters,4,1,481.35,0.34,0.0,0.0,1,0.0,0.0,13,2,0,12,low,0
CUST02087,Discount hunters,14,1,479.82,0.37,0.0,0.0,1,0.0,0.0,3,0,0,25,low,0
CUST01441,Discount hunters,322,1,472.82,0.38,0.0,0.0,1,0.0,0.0,1,0,60,25,high,1
CUST01640,Discount hunters,105,1,464.57,0.35,0.0,0.0,1,0.0,0.0,6,2,12,40,high,1
CUST01043,Discount hunters,74,1,464.25,0.62,0.0,0.0,1,0.0,0.0,1,0,8,40,high,1
CUST00771,Discount hunters,90,1,456.76,0.41,0.0,0.0,1,1.0,1.0,8,0,0,12,high,1
CUST00370,Discount hunters,172,1,452.14,0.42,0.0,0.0,1,0.0,0.0,8,1,29,18,high,1
CUST02397,Discount hunters,58,1,451.68,0.34,0.0,0.0,1,0.0,0.0,12,2,25,25,medium,0
CUST01925,Discount hunters,12,1,448.97,0.34,0.0,0.0,1,0.0,0.0,12,2,0,40,low,0
CUST00594,Discount hunters,91,1,448.78,0.5,0.0,0.0,1,0.0,0.0,0,0,16,12,high,1
CUST02314,Discount hunters,0,1,443.94,0.35,0.0,0.0,1,0.0,0.0,16,0,0,25,low,0
CUST00781,Discount hunters,49,1,442.8,0.38,0.0,0.0,1,0.0,0.0,4,0,14,18,medium,0
CUST00629,Discount hunters,44,1,442.4,0.42,0.0,0.0,1,0.0,0.0,2,0,3,12,medium,0
CUST01837,Discount hunters,76,1,441.28,0.47,0.0,0.0,1,0.0,0.0,5,1,9,12,high,1
CUST02139,Discount hunters,28,1,440.82,0.45,0.0,0.0,1,0.0,0.0,3,0,7,0,low,0
CUST01143,Discount hunters,0,1,438.47,0.4,0.0,0.0,1,0.0,0.0,1,0,10,25,high,0
CUST00037,Discount hunters,102,1,435.83,0.43,0.0,0.0,1,0.0,0.0,5,0,28,12,high,0
CUST00672,Discount hunters,141,1,434.37,0.47,0.0,0.0,1,0.0,0.0,10,2,18,25,high,1
CUST01240,Discount hunters,19,1,434.11,0.34,0.0,0.0,1,0.0,0.0,10,1,14,40,low,1
CUST00372,Discount hunters,56,1,431.11,0.38,0.0,0.0,1,1.0,0.0,2,0,18,0,medium,0
CUST00569,Discount hunters,113,1,430.0,0.38,0.0,0.0,1,0.0,0.0,7,2,23,18,high,0
CUST01210,Discount hunters,266,1,429.55,0.34,0.0,0.0,1,0.0,0.0,0,0,54,18,high,1
CUST02043,Discount hunters,10,1,429.28,0.42,0.0,0.0,1,0.0,0.0,6,1,8,25,low,0
CUST01528,Discount hunters,105,1,424.84,0.55,0.0,0.0,1,0.0,0.0,13,2,10,25,high,1
CUST00867,Discount hunters,15,1,424.64,0.55,0.0,0.0,1,1.0,1.0,6,1,22,0,medium,1
CUST01913,Discount hunters,78,1,422.52,0.44,0.0,0.0,1,0.0,0.0,2,0,6,25,high,1
CUST01516,Discount hunters,172,1,421.68,0.41,0.0,0.0,1,0.0,0.0,15,0,34,0,high,1
CUST00779,Discount hunters,6,1,416.15,0.49,0.0,0.0,1,0.0,0.0,3,0,0,0,low,0
CUST01806,Discount hunters,50,1,411.72,0.43,0.0,0.0,1,0.0,0.0,8,2,1,18,medium,0
CUST00942,Discount hunters,7,1,407.18,0.35,0.0,1.0,1,1.0,1.0,4,1,5,25,medium,1
CUST01197,Discount hunters,77,2,406.22,0.46,0.0,0.0,1,0.0,0.0,3,0,18,12,high,1
CUST01018,Discount hunters,4,1,403.76,0.36,0.0,0.0,1,1.0,0.0,10,0,7,12,medium,0
CUST00400,Discount hunters,44,1,402.05,0.61,0.0,0.0,1,0.0,0.0,9,1,0,12,medium,0
CUST02012,Discount hunters,4,1,397.31,0.37,0.0,0.0,1,1.0,1.0,7,0,2,40,medium,0
CUST02193,Discount hunters,18,1,395.16,0.5,0.0,0.0,1,0.0,0.0,10,2,4,12,low,0
CUST00077,Discount hunters,109,1,394.32,0.36,0.0,0.0,1,0.0,0.0,0,0,20,25,high,1
CUST00582,Discount hunters,286,1,392.06,0.42,0.0,0.0,1,0.0,0.0,2,1,60,25,high,1
CUST01701,Discount hunters,14,1,388.29,0.34,0.0,0.0,1,0.0,0.0,3,1,16,18,low,1
CUST01377,Discount hunters,9,1,387.27,0.39,0.0,0.0,1,1.0,1.0,10,0,0,40,medium,0
CUST01849,Discount hunters,34,1,385.85,0.36,0.0,0.0,1,0.0,0.0,3,1,12,18,low,0
CUST01542,Discount hunters,4,1,382.91,0.58,0.0,0.0,1,0.0,0.0,15,2,0,40,low,0
CUST00049,Discount hunters,8,1,380.83,0.47,0.0,0.0,1,0.0,0.0,4,1,0,0,low,0
CUST00009,Discount hunters,31,1,376.85,0.49,0.0,0.0,1,0.0,0.0,11,2,6,40,low,0
CUST00095,Discount hunters,65,1,372.65,0.41,0.0,0.0,1,1.0,1.0,10,1,7,18,medium,1
CUST01801,Discount hunters,24,1,371.61,0.45,0.0,0.0,1,1.0,1.0,10,2,15,25,medium,1
CUST00043,Discount hunters,24,1,363.01,0.43,0.0,0.0,1,0.0,0.0,3,0,0,18,low,0
CUST01088,Discount hunters,0,1,361.44,0.42,0.0,0.0,1,0.0,0.0,8,1,0,12,low,0
CUST00892,Discount hunters,9,1,360.98,0.48,0.0,0.0,1,0.0,0.0,5,1,5,25,low,0
CUST00828,Discount hunters,90,1,355.91,0.39,0.0,0.0,1,0.0,0.0,5,1,17,18,high,1
CUST00261,Discount hunters,51,1,350.44,0.44,0.0,0.0,1,0.0,0.0,0,0,0,40,high,0
CUST01739,Discount hunters,75,1,349.72,0.45,0.0,0.0,1,0.0,0.0,5,0,7,0,medium,0
CUST01412,Discount hunters,91,1,348.68,0.34,0.0,0.0,1,0.0,0.0,9,2,9,0,high,1
CUST01577,Discount hunters,107,1,343.71,0.42,0.0,1.0,1,0.0,0.0,3,1,16,18,high,1
CUST01789,Discount hunters,52,1,341.52,0.36,0.0,0.0,1,0.0,0.0,6,1,0,12,medium,1
CUST01089,Discount hunters,25,1,337.51,0.43,0.0,0.0,1,0.0,0.0,2,0,11,0,low,1
CUST01319,Discount hunters,111,1,336.29,0.48,0.0,0.0,1,0.0,0.0,10,3,14,0,high,0
CUST01751,Discount hunters,61,1,332.52,0.37,0.0,0.0,1,0.0,0.0,3,0,7,40,medium,0
CUST02380,Discount hunters,136,1,331.92,0.51,0.0,0.0,1,0.0,0.0,0,0,29,0,high,1
CUST00427,Discount hunters,1,2,331.53,0.41500000000000004,0.0,0.5,2,1.0,1.0,4,1,6,40,medium,1
CUST02022,Discount hunters,44,1,329.75,0.44,0.0,0.0,1,1.0,1.0,1,0,4,0,high,0
CUST00018,Discount hunters,111,1,329.21,0.36,0.0,0.0,1,0.0,0.0,3,0,37,18,high,1
CUST01919,Discount hunters,40,1,328.12,0.55,0.0,0.0,1,0.0,0.0,10,1,6,18,medium,0
CUST00928,Discount hunters,229,1,325.55,0.53,0.0,0.0,1,0.0,0.0,1,0,60,25,high,1
CUST00440,Discount hunters,64,1,325.03,0.56,0.0,0.0,1,1.0,1.0,5,2,8,25,medium,1
CUST02254,Discount hunters,91,1,321.87,0.35,0.0,0.0,1,1.0,1.0,4,1,9,0,high,1
CUST02125,Discount hunters,140,1,321.85,0.47,0.0,0.0,1,0.0,0.0,13,1,30,18,high,1
CUST00853,Discount hunters,61,1,318.94,0.47,0.0,0.0,1,1.0,1.0,9,1,13,12,medium,1
CUST01347,Discount hunters,128,1,316.63,0.39,0.0,0.0,1,0.0,0.0,3,1,27,40,high,1
CUST01878,Discount hunters,22,1,314.15,0.55,0.0,0.0,1,0.0,0.0,4,0,6,12,low,1
CUST01305,Discount hunters,50,1,311.4,0.45,0.0,0.0,1,0.0,0.0,8,1,4,0,medium,1
CUST01636,Discount hunters,16,1,310.14,0.44,0.0,0.0,1,0.0,0.0,10,2,9,0,low,0
